x y val
21 5 1
59 169 1
46 55 1
53 135 1
45 51 1
4 27 1
39 191 1
21 49 1
43 19 1
49 13 1
20 99 1
59 87 1
17 83 1
20 185 1
65 39 1
49 145 1
3 175 1
52 13 1
65 83 1
44 217 1
36 45 1
8 71 1
2 39 1
28 193 1
37 51 1
38 201 1
58 101 1
24 153 1
52 123 1
58 1 1
7 79 1
26 135 1
54 99 1
15 85 1
18 165 1
3 199 1
57 93 1
6 39 1
25 33 1
58 123 1
40 159 1
43 217 1
44 187 1
15 3 1
3 167 1
7 75 1
45 19 1
1 169 1
9 171 1
20 47 1
27 179 1
21 133 1
31 57 1
21 17 1
25 75 1
28 209 1
34 41 1
20 157 1
34 33 1
40 181 1
20 205 1
59 65 1
13 9 1
66 101 1
57 215 1
4 7 1
33 123 1
22 105 1
12 181 1
68 171 1
66 13 1
13 125 1
11 97 1
17 13 1
3 95 1
4 141 1
59 189 1
49 135 1
20 101 1
32 155 1
55 193 1
42 133 1
11 199 1
35 61 1
27 35 1
15 47 1
47 75 1
57 119 1
12 13 1
66 137 1
55 211 1
11 217 1
46 169 1
12 81 1
49 31 1
23 121 1
65 185 1
63 35 1
37 127 1
42 147 1
36 105 1
56 125 1
50 179 1
7 77 1
23 103 1
53 41 1
47 97 1
5 201 1
45 29 1
20 195 1
59 55 1
15 15 1
12 181 1
46 13 1
6 7 1
42 45 1
62 75 1
52 1 1
60 189 1
68 39 1
63 3 1
4 121 1
68 163 1
25 149 1
50 99 1
10 31 1
61 165 1
2 219 1
67 1 1
27 205 1
20 113 1
37 91 1
65 213 1
66 63 1
34 65 1
12 183 1
44 97 1
67 61 1
67 11 1
23 217 1
39 59 1
56 11 1
54 15 1
52 165 1
62 87 1
9 21 1
67 201 1
29 147 1
45 199 1
44 49 1
51 147 1
56 165 1
51 1 1
59 189 1
42 159 1
7 133 1
51 191 1
30 119 1
3 65 1
20 3 1
5 209 1
38 161 1
56 209 1
20 7 1
29 129 1
10 183 1
6 95 1
40 127 1
52 29 1
33 111 1
8 215 1
55 105 1
42 205 1
18 87 1
1 175 1
26 197 1
21 217 1
47 27 1
36 153 1
8 175 1
4 183 1
27 7 1
40 7 1
63 45 1
32 205 1
22 135 1
7 171 1
50 129 1
5 105 1
12 139 1
61 63 1
63 205 1
11 91 1
51 199 1
11 17 1
30 139 1
24 21 1
4 137 1
18 189 1
54 69 1
52 161 1
47 161 1
4 3 1
12 199 1
42 65 1
58 143 1
8 179 1
42 71 1
34 161 1
15 47 1
6 185 1
43 43 1
52 53 1
64 3 1
34 109 1
65 207 1
22 63 1
22 51 1
28 103 1
10 155 1
2 23 1
63 167 1
2 143 1
13 137 1
48 105 1
44 115 1
49 17 1
68 93 1
46 189 1
4 107 1
55 117 1
18 189 1
21 95 1
13 191 1
41 43 1
68 159 1
35 25 1
12 79 1
68 115 1
7 139 1
25 29 1
40 143 1
43 197 1
4 189 1
20 75 1
7 23 1
31 131 1
27 147 1
26 45 1
33 75 1
21 141 1
10 127 1
23 5 1
17 103 1
6 43 1
52 9 1
5 45 1
53 87 1
36 43 1
55 81 1
14 59 1
11 107 1
1 157 1
40 141 1
30 129 1
53 143 1
63 7 1
16 207 1
25 207 1
23 199 1
17 155 1
64 185 1
37 75 1
11 43 1
37 151 1
50 135 1
42 173 1
45 123 1
54 193 1
44 55 1
1 199 1
36 35 1
62 163 1
14 127 1
10 195 1
4 121 1
12 7 1
28 83 1
60 131 1
37 151 1
47 111 1
54 89 1
7 185 1
1 77 1
31 187 1
61 165 1
27 59 1
40 75 1
51 115 1
29 63 1
38 3 1
13 107 1
60 1 1
14 121 1
4 7 1
12 143 1
55 55 1
10 91 1
8 55 1
4 13 1
44 65 1
7 53 1
46 109 1
59 59 1
49 101 1
27 33 1
2 43 1
3 87 1
36 33 1
57 57 1
2 189 1
32 137 1
64 211 1
3 25 1
60 71 1
23 87 1
45 213 1
20 135 1
16 115 1
46 39 1
31 211 1
44 99 1
38 41 1
53 133 1
41 107 1
4 115 1
13 15 1
8 189 1
42 35 1
39 155 1
48 199 1
2 143 1
60 13 1
29 109 1
27 135 1
55 57 1
66 185 1
67 155 1
57 85 1
17 27 1
7 183 1
37 61 1
40 51 1
10 27 1
6 17 1
17 217 1
44 219 1
15 167 1
25 181 1
56 61 1
52 141 1
55 33 1
55 151 1
22 149 1
40 175 1
63 141 1
13 217 1
63 79 1
22 171 1
13 195 1
33 79 1
1 101 1
66 23 1
61 59 1
36 169 1
62 187 1
21 219 1
27 91 1
4 203 1
38 65 1
24 107 1
19 127 1
60 167 1
25 121 1
25 13 1
58 125 1
56 201 1
28 177 1
45 31 1
46 97 1
61 75 1
2 49 1
31 85 1
14 105 1
40 179 1
28 99 1
58 137 1
22 201 1
29 15 1
12 129 1
6 55 1
40 125 1
33 111 1
11 217 1
43 5 1
15 111 1
11 79 1
47 13 1
64 123 1
30 143 1
9 199 1
16 153 1
39 31 1
42 77 1
25 29 1
37 183 1
60 193 1
48 175 1
58 201 1
34 45 1
19 157 1
24 85 1
21 31 1
68 197 1
21 145 1
29 137 1
19 203 1
20 75 1
46 219 1
34 23 1
25 103 1
56 145 1
46 173 1
13 13 1
24 139 1
1 119 1
63 199 1
7 211 1
36 45 1
15 171 1
54 167 1
8 213 1
10 107 1
45 169 1
20 175 1
64 69 1
1 135 1
51 83 1
59 115 1
63 205 1
57 95 1
22 61 1
3 55 1
28 209 1
53 69 1
33 63 1
44 183 1
51 83 1
3 67 1
46 5 1
60 143 1
17 187 1
59 59 1
51 157 1
55 147 1
36 57 1
19 139 1
26 61 1
63 193 1
62 39 1
44 57 1
50 65 1
57 149 1
50 111 1
26 185 1
27 9 1
1 131 1
1 49 1
4 7 1
60 153 1
34 85 1
40 155 1
56 119 1
27 135 1
42 137 1
25 129 1
55 117 1
26 33 1
66 171 1
11 159 1
56 169 1
12 181 1
6 85 1
39 155 1
28 175 1
66 121 1
39 77 1
17 203 1
48 153 1
20 29 1
20 151 1
8 135 1
44 141 1
50 59 1
24 153 1
50 211 1
56 63 1
6 97 1
42 137 1
15 7 1
68 17 1
43 177 1
64 65 1
61 125 1
30 183 1
33 87 1
50 213 1
42 175 1
64 97 1
27 3 1
21 41 1
65 205 1
47 145 1
50 115 1
1 175 1
5 159 1
65 153 1
67 65 1
31 93 1
60 31 1
50 3 1
63 143 1
17 179 1
30 19 1
32 205 1
67 69 1
35 43 1
63 187 1
6 19 1
1 99 1
19 101 1
57 43 1
63 165 1
12 17 1
22 129 1
59 151 1
29 73 1
50 51 1
55 145 1
26 137 1
41 175 1
32 143 1
49 123 1
17 143 1
57 9 1
48 57 1
3 37 1
30 67 1
49 81 1
12 47 1
31 197 1
33 151 1
49 117 1
52 85 1
17 43 1
11 107 1
27 117 1
43 109 1
51 19 1
9 1 1
27 57 1
43 111 1
18 49 1
4 209 1
38 181 1
13 67 1
40 153 1
46 159 1
61 43 1
58 5 1
1 17 1
64 77 1
24 213 1
46 19 1
13 45 1
54 151 1
44 23 1
15 197 1
36 151 1
46 15 1
64 107 1
48 135 1
3 215 1
61 99 1
54 23 1
30 47 1
13 77 1
48 89 1
31 25 1
56 133 1
56 43 1
40 121 1
7 149 1
51 91 1
38 85 1
8 141 1
6 19 1
47 113 1
39 71 1
50 161 1
53 171 1
33 137 1
41 89 1
60 143 1
63 61 1
42 185 1
62 205 1
46 197 1
33 153 1
54 141 1
42 51 1
50 11 1
58 65 1
55 49 1
10 21 1
24 147 1
53 71 1
15 219 1
52 113 1
59 175 1
23 125 1
46 149 1
45 131 1
37 157 1
29 9 1
4 41 1
5 209 1
61 151 1
1 219 1
19 5 1
13 179 1
22 207 1
2 15 1
11 175 1
17 31 1
22 11 1
5 183 1
9 15 1
49 43 1
6 51 1
11 111 1
36 165 1
32 215 1
23 35 1
55 147 1
54 61 1
50 173 1
35 143 1
65 141 1
61 65 1
15 15 1
32 5 1
17 1 1
28 25 1
47 205 1
27 177 1
5 153 1
32 115 1
60 219 1
28 211 1
49 15 1
45 133 1
63 115 1
37 187 1
58 199 1
49 181 1
43 17 1
39 71 1
30 185 1
17 179 1
65 21 1
1 7 1
22 177 1
6 13 1
21 79 1
53 57 1
23 43 1
57 47 1
59 213 1
9 197 1
45 131 1
4 165 1
58 25 1
36 13 1
17 5 1
42 139 1
21 191 1
13 67 1
1 19 1
58 9 1
57 5 1
6 67 1
62 17 1
8 41 1
44 189 1
3 121 1
38 195 1
59 195 1
33 183 1
56 165 1
8 131 1
6 211 1
58 169 1
7 123 1
29 209 1
59 131 1
29 157 1
45 137 1
29 135 1
5 25 1
30 67 1
23 49 1
52 95 1
14 71 1
22 33 1
47 99 1
57 49 1
27 203 1
15 59 1
42 35 1
5 153 1
28 41 1
4 177 1
62 189 1
19 213 1
56 111 1
45 123 1
48 189 1
68 109 1
28 25 1
44 129 1
25 119 1
49 125 1
65 17 1
50 187 1
44 101 1
54 177 1
51 63 1
15 69 1
37 117 1
36 207 1
20 175 1
61 45 1
33 133 1
50 115 1
67 101 1
45 127 1
39 159 1
37 3 1
53 147 1
43 39 1
38 77 1
9 123 1
50 23 1
2 205 1
14 75 1
5 139 1
32 115 1
20 111 1
52 65 1
21 115 1
44 5 1
39 41 1
15 203 1
1 67 1
28 203 1
44 119 1
3 195 1
5 161 1
40 189 1
58 177 1
47 111 1
12 183 1
54 115 1
7 197 1
6 171 1
44 139 1
52 153 1
14 165 1
40 175 1
68 211 1
35 171 1
44 47 1
24 5 1
18 61 1
56 89 1
61 73 1
9 129 1
16 211 1
39 17 1
11 41 1
53 151 1
4 49 1
49 167 1
58 153 1
49 25 1
3 119 1
16 141 1
26 143 1
5 71 1
51 195 1
34 91 1
23 127 1
18 169 1
37 35 1
34 65 1
25 197 1
37 59 1
44 137 1
10 153 1
51 97 1
33 139 1
3 135 1
11 7 1
6 165 1
48 201 1
11 11 1
39 165 1
49 79 1
4 119 1
4 115 1
37 65 1
2 51 1
44 219 1
32 69 1
51 159 1
25 117 1
38 1 1
53 165 1
13 139 1
42 87 1
35 81 1
9 75 1
14 179 1
60 93 1
52 37 1
47 187 1
56 61 1
55 3 1
65 157 1
37 65 1
39 141 1
46 89 1
39 199 1
45 69 1
47 39 1
48 81 1
2 41 1
66 5 1
54 201 1
17 59 1
54 205 1
63 121 1
31 31 1
48 137 1
21 135 1
29 171 1
38 29 1
12 25 1
52 115 1
45 97 1
26 139 1
22 187 1
53 157 1
38 191 1
29 163 1
23 199 1
59 17 1
62 125 1
67 183 1
42 107 1
55 191 1
19 89 1
8 5 1
62 143 1
56 155 1
65 109 1
13 107 1
24 113 1
5 59 1
67 33 1
36 131 1
8 193 1
41 33 1
24 21 1
13 31 1
33 3 1
37 199 1
18 95 1
41 191 1
1 187 1
30 179 1
5 35 1
11 113 1
19 109 1
42 183 1
56 51 1
27 215 1
30 5 1
66 51 1
39 133 1
24 181 1
34 25 1
20 135 1
25 143 1
17 49 1
25 171 1
19 9 1
16 133 1
18 81 1
9 47 1
4 125 1
8 55 1
32 25 1
13 93 1
38 25 1
28 147 1
31 39 1
52 89 1
61 177 1
46 141 1
33 151 1
14 109 1
41 127 1
12 161 1
14 167 1
23 101 1
67 171 1
19 95 1
60 171 1
66 205 1
1 55 1
43 193 1
68 85 1
54 37 1
11 7 1
2 69 1
30 35 1
18 3 1
42 211 1
14 61 1
15 93 1
10 95 1
35 215 1
4 103 1
54 3 1
52 105 1
34 195 1
44 57 1
24 61 1
47 75 1
4 83 1
21 35 1
5 83 1
46 189 1
61 139 1
51 151 1
37 3 1
10 37 1
50 59 1
36 99 1
68 207 1
19 163 1
52 59 1
41 27 1
47 209 1
8 141 1
66 151 1
31 49 1
54 37 1
22 31 1
47 69 1
30 33 1
33 3 1
65 17 1
55 137 1
40 19 1
48 205 1
36 147 1
49 171 1
50 161 1
38 21 1
30 109 1
67 43 1
33 183 1
51 109 1
48 207 1
2 41 1
68 45 1
41 43 1
66 83 1
27 15 1
5 119 1
62 75 1
49 49 1
29 75 1
39 47 1
16 135 1
64 153 1
5 17 1
62 31 1
37 55 1
64 87 1
32 95 1
59 213 1
50 37 1
28 149 1
6 175 1
43 1 1
51 35 1
23 159 1
37 97 1
36 183 1
59 47 1
46 149 1
60 41 1
35 209 1
28 59 1
3 147 1
64 3 1
14 211 1
39 177 1
48 89 1
46 117 1
49 65 1
23 191 1
47 9 1
56 143 1
68 31 1
13 57 1
42 175 1
9 137 1
45 9 1
44 7 1
30 19 1
61 147 1
9 155 1
21 73 1
54 219 1
9 201 1
41 25 1
62 145 1
36 107 1
3 49 1
17 73 1
46 185 1
15 45 1
45 159 1
52 45 1
33 19 1
27 3 1
22 135 1
32 19 1
44 99 1
42 147 1
1 141 1
2 11 1
33 69 1
10 73 1
43 157 1
59 11 1
60 123 1
66 207 1
11 193 1
16 33 1
25 171 1
29 67 1
31 41 1
41 107 1
39 25 1
7 179 1
60 69 1
48 179 1
49 127 1
4 215 1
38 133 1
56 179 1
31 7 1
38 89 1
48 81 1
33 55 1
41 89 1
40 3 1
7 59 1
2 27 1
5 151 1
21 145 1
35 175 1
37 135 1
34 109 1
33 167 1
52 179 1
66 119 1
50 73 1
34 161 1
51 127 1
6 89 1
34 17 1
49 177 1
67 49 1
46 37 1
34 177 1
43 79 1
56 123 1
34 179 1
26 213 1
62 3 1
4 13 1
64 187 1
57 171 1
49 33 1
39 107 1
58 167 1
33 105 1
59 145 1
63 73 1
14 187 1
31 201 1
33 131 1
16 49 1
7 45 1
64 25 1
34 53 1
14 169 1
45 35 1
22 207 1
44 69 1
37 157 1
64 85 1
63 15 1
44 189 1
43 147 1
44 195 1
58 11 1
2 31 1
61 157 1
60 47 1
55 71 1
61 83 1
25 1 1
37 185 1
8 189 1
66 93 1
54 157 1
52 155 1
23 101 1
57 185 1
25 205 1
29 99 1
46 101 1
14 191 1
2 65 1
50 175 1
46 75 1
41 15 1
55 1 1
65 19 1
68 197 1
13 93 1
63 95 1
62 5 1
49 145 1
42 47 1
18 181 1
25 67 1
44 197 1
64 131 1
11 61 1
24 47 1
39 17 1
14 63 1
1 189 1
16 9 1
27 67 1
17 99 1
29 15 1
19 99 1
64 103 1
15 203 1
63 191 1
31 89 1
27 15 1
26 191 1
16 217 1
4 79 1
2 187 1
3 103 1
3 139 1
3 15 1
40 161 1
14 59 1
1 193 1
34 11 1
42 203 1
52 85 1
3 9 1
43 125 1
45 29 1
35 195 1
28 147 1
50 117 1
33 201 1
61 201 1
44 99 1
60 159 1
1 123 1
41 101 1
40 65 1
21 51 1
61 81 1
18 29 1
47 47 1
33 171 1
47 163 1
4 11 1
22 183 1
11 81 1
22 83 1
41 101 1
3 97 1
58 157 1
23 95 1
18 171 1
24 111 1
17 19 1
18 103 1
60 47 1
38 119 1
40 175 1
32 123 1
59 49 1
53 53 1
31 91 1
34 99 1
12 21 1
15 67 1
50 167 1
64 3 1
35 103 1
30 179 1
48 215 1
31 65 1
48 37 1
16 219 1
46 197 1
2 29 1
30 161 1
56 117 1
27 41 1
67 67 1
41 41 1
12 187 1
30 111 1
7 121 1
33 149 1
58 101 1
60 45 1
59 49 1
17 83 1
52 25 1
26 81 1
60 87 1
20 9 1
62 187 1
44 195 1
40 77 1
24 65 1
55 129 1
5 169 1
4 97 1
62 131 1
5 145 1
6 151 1
5 107 1
26 175 1
56 109 1
64 213 1
67 83 1
16 125 1
58 65 1
15 193 1
65 49 1
27 7 1
66 157 1
54 97 1
37 93 1
20 19 1
12 7 1
25 207 1
58 175 1
55 29 1
29 55 1
7 171 1
16 107 1
67 179 1
9 207 1
15 91 1
11 183 1
46 135 1
24 109 1
57 137 1
6 191 1
53 13 1
15 183 1
10 175 1
38 99 1
5 207 1
10 93 1
55 31 1
52 75 1
27 151 1
20 39 1
52 27 1
13 217 1
17 15 1
41 159 1
51 127 1
64 161 1
6 33 1
58 113 1
11 129 1
3 37 1
38 69 1
26 99 1
44 123 1
60 195 1
1 181 1
50 5 1
28 107 1
58 181 1
36 9 1
16 189 1
25 129 1
37 141 1
17 205 1
55 29 1
58 207 1
6 99 1
56 65 1
58 187 1
61 179 1
54 89 1
52 107 1
29 155 1
38 205 1
3 197 1
64 133 1
22 49 1
66 107 1
11 209 1
51 211 1
8 107 1
60 115 1
52 93 1
19 19 1
62 127 1
15 61 1
52 123 1
31 179 1
34 181 1
32 69 1
53 131 1
22 215 1
6 89 1
67 167 1
8 69 1
19 191 1
21 137 1
68 45 1
49 127 1
26 189 1
37 179 1
20 5 1
26 173 1
58 207 1
53 137 1
43 165 1
19 167 1
35 91 1
39 53 1
24 89 1
55 73 1
65 15 1
40 69 1
27 167 1
15 183 1
12 97 1
34 169 1
38 67 1
38 179 1
29 39 1
43 53 1
64 159 1
17 107 1
50 89 1
29 203 1
18 163 1
62 87 1
18 31 1
50 7 1
35 215 1
29 33 1
22 31 1
64 127 1
52 131 1
36 175 1
4 23 1
16 21 1
22 37 1
33 159 1
29 107 1
65 209 1
33 71 1
31 143 1
25 109 1
25 65 1
3 117 1
40 17 1
38 213 1
15 65 1
58 161 1
51 11 1
62 181 1
6 139 1
66 91 1
58 157 1
9 149 1
26 179 1
25 43 1
7 83 1
49 111 1
61 113 1
51 147 1
43 73 1
50 45 1
59 201 1
54 55 1
35 77 1
49 39 1
55 173 1
7 135 1
11 3 1
59 73 1
8 219 1
64 209 1
28 123 1
56 97 1
55 47 1
48 9 1
67 45 1
14 191 1
6 9 1
41 67 1
60 211 1
2 147 1
44 77 1
49 123 1
9 201 1
53 207 1
64 107 1
44 175 1
24 217 1
42 39 1
63 155 1
48 203 1
44 155 1
27 179 1
6 157 1
15 167 1
34 21 1
48 123 1
62 17 1
62 17 1
3 119 1
8 3 1
66 105 1
42 15 1
68 195 1
54 151 1
67 33 1
3 13 1
11 55 1
54 163 1
60 151 1
3 137 1
56 93 1
45 131 1
8 213 1
29 3 1
1 155 1
60 199 1
48 49 1
49 207 1
23 81 1
68 77 1
29 125 1
50 37 1
14 91 1
7 187 1
67 213 1
60 145 1
4 31 1
11 109 1
11 183 1
13 75 1
18 161 1
19 35 1
58 143 1
18 171 1
38 3 1
53 81 1
18 45 1
1 113 1
54 145 1
26 151 1
63 167 1
30 171 1
43 169 1
39 149 1
4 207 1
67 157 1
43 109 1
14 23 1
7 65 1
53 23 1
21 127 1
3 51 1
50 35 1
13 125 1
44 45 1
66 43 1
4 77 1
56 69 1
6 75 1
64 69 1
47 149 1
16 41 1
56 29 1
34 137 1
18 63 1
46 179 1
56 195 1
54 189 1
52 109 1
38 55 1
58 93 1
57 183 1
64 133 1
11 39 1
44 77 1
64 15 1
11 87 1
63 211 1
52 193 1
43 209 1
19 73 1
20 165 1
14 189 1
41 13 1
35 61 1
28 77 1
27 175 1
17 193 1
18 111 1
21 37 1
10 73 1
39 43 1
14 151 1
12 35 1
50 85 1
43 149 1
41 15 1
56 219 1
49 111 1
45 15 1
56 113 1
24 141 1
13 61 1
29 77 1
59 177 1
56 85 1
24 105 1
13 83 1
12 41 1
33 55 1
20 59 1
15 145 1
30 123 1
51 139 1
1 215 1
33 73 1
16 127 1
20 151 1
61 105 1
50 203 1
53 179 1
56 47 1
62 119 1
27 51 1
50 205 1
56 17 1
63 19 1
18 197 1
23 173 1
41 161 1
19 79 1
32 95 1
31 207 1
21 209 1
24 75 1
54 173 1
3 67 1
27 193 1
18 27 1
2 219 1
31 197 1
60 49 1
24 161 1
56 19 1
63 125 1
16 107 1
11 129 1
2 133 1
66 19 1
15 183 1
59 173 1
15 129 1
35 203 1
44 27 1
29 145 1
20 27 1
32 1 1
41 83 1
31 119 1
63 167 1
8 195 1
39 51 1
25 213 1
53 11 1
54 131 1
50 45 1
28 1 1
29 149 1
23 217 1
46 61 1
59 3 1
40 41 1
47 63 1
2 43 1
3 175 1
57 19 1
47 143 1
9 89 1
58 205 1
41 119 1
4 133 1
28 133 1
34 83 1
56 161 1
41 119 1
56 99 1
47 203 1
27 7 1
29 205 1
11 83 1
27 179 1
39 117 1
55 89 1
36 179 1
29 79 1
44 51 1
37 85 1
53 5 1
4 171 1
41 159 1
2 27 1
15 69 1
66 89 1
53 193 1
31 95 1
5 201 1
12 153 1
8 27 1
18 207 1
31 125 1
51 77 1
41 193 1
68 187 1
56 9 1
7 127 1
18 127 1
61 27 1
7 39 1
3 49 1
18 151 1
57 85 1
17 205 1
20 215 1
19 169 1
19 9 1
31 139 1
61 71 1
39 105 1
49 129 1
24 79 1
43 109 1
39 41 1
63 143 1
8 187 1
8 1 1
15 27 1
43 195 1
58 191 1
39 101 1
29 173 1
45 173 1
17 113 1
21 11 1
58 61 1
67 41 1
18 141 1
30 19 1
39 57 1
21 193 1
29 51 1
27 203 1
26 207 1
15 179 1
65 157 1
23 189 1
15 173 1
64 195 1
57 201 1
24 93 1
50 199 1
15 207 1
34 181 1
23 169 1
47 171 1
10 153 1
67 57 1
35 205 1
18 195 1
20 83 1
2 185 1
45 177 1
68 1 1
35 165 1
58 191 1
30 177 1
45 109 1
48 55 1
55 29 1
51 65 1
3 91 1
13 61 1
1 49 1
24 153 1
58 179 1
45 57 1
11 201 1
35 163 1
21 57 1
15 91 1
39 73 1
62 103 1
20 47 1
58 87 1
56 23 1
20 183 1
68 153 1
29 35 1
66 7 1
66 163 1
13 53 1
57 23 1
38 59 1
65 107 1
51 117 1
7 185 1
41 77 1
18 157 1
36 11 1
55 57 1
48 189 1
65 5 1
19 21 1
32 85 1
54 53 1
50 57 1
16 69 1
58 57 1
23 171 1
44 137 1
21 55 1
8 117 1
33 63 1
29 191 1
12 149 1
19 151 1
30 139 1
6 17 1
56 209 1
21 95 1
52 125 1
4 147 1
40 83 1
3 133 1
44 197 1
5 201 1
33 199 1
22 197 1
58 115 1
44 159 1
68 205 1
62 35 1
66 133 1
5 169 1
40 109 1
39 139 1
27 129 1
67 83 1
15 219 1
67 85 1
45 49 1
32 179 1
65 71 1
38 3 1
59 203 1
57 11 1
24 147 1
45 45 1
53 121 1
2 15 1
10 25 1
2 219 1
26 37 1
53 11 1
28 71 1
52 159 1
65 61 1
33 193 1
42 39 1
48 83 1
43 203 1
68 83 1
2 123 1
34 203 1
35 85 1
26 21 1
10 107 1
12 137 1
44 89 1
25 127 1
18 27 1
1 141 1
34 9 1
40 51 1
27 13 1
39 77 1
22 25 1
28 69 1
16 47 1
58 143 1
57 121 1
57 97 1
46 125 1
37 95 1
29 127 1
12 109 1
58 169 1
43 145 1
38 205 1
64 173 1
37 163 1
15 115 1
58 47 1
2 37 1
14 121 1
53 87 1
45 157 1
43 17 1
52 13 1
9 165 1
40 125 1
48 209 1
41 159 1
52 153 1
44 21 1
28 203 1
56 75 1
4 193 1
48 113 1
21 209 1
18 5 1
26 111 1
12 27 1
55 105 1
14 3 1
60 177 1
42 155 1
28 139 1
22 119 1
49 139 1
11 25 1
25 45 1
23 127 1
1 105 1
56 87 1
59 189 1
5 159 1
44 189 1
65 27 1
45 173 1
30 81 1
56 13 1
51 123 1
6 63 1
37 51 1
55 189 1
39 69 1
47 29 1
29 89 1
50 57 1
35 63 1
37 79 1
2 57 1
8 147 1
66 63 1
57 83 1
47 13 1
45 9 1
1 131 1
45 21 1
14 173 1
63 141 1
43 41 1
43 43 1
26 33 1
42 127 1
31 109 1
19 57 1
2 55 1
19 83 1
23 167 1
7 61 1
39 129 1
57 97 1
43 127 1
30 9 1
53 61 1
17 25 1
3 179 1
5 35 1
40 47 1
3 117 1
22 115 1
47 89 1
23 155 1
68 37 1
49 11 1
28 27 1
34 101 1
35 135 1
15 187 1
11 67 1
45 23 1
39 15 1
15 19 1
15 29 1
2 145 1
16 159 1
14 83 1
64 183 1
3 135 1
4 63 1
36 145 1
24 13 1
18 173 1
35 33 1
7 71 1
51 17 1
61 151 1
57 165 1
41 175 1
37 15 1
28 29 1
33 195 1
42 133 1
36 197 1
31 141 1
46 123 1
2 41 1
37 83 1
54 149 1
15 179 1
45 173 1
29 59 1
23 167 1
1 99 1
67 215 1
47 83 1
60 105 1
63 135 1
43 181 1
49 179 1
47 75 1
57 53 1
43 177 1
17 1 1
27 29 1
4 35 1
55 73 1
39 207 1
6 169 1
50 53 1
58 201 1
3 97 1
64 23 1
28 99 1
14 87 1
68 117 1
5 33 1
20 219 1
63 49 1
44 85 1
9 69 1
68 23 1
55 153 1
67 155 1
59 201 1
39 39 1
2 41 1
29 55 1
29 137 1
60 17 1
40 43 1
22 177 1
51 9 1
64 31 1
60 171 1
6 215 1
68 55 1
4 119 1
49 41 1
44 115 1
43 135 1
22 119 1
43 21 1
13 191 1
23 147 1
5 115 1
59 139 1
12 177 1
8 133 1
44 123 1
51 203 1
13 11 1
7 77 1
50 71 1
4 163 1
29 103 1
38 203 1
20 79 1
37 205 1
49 113 1
30 33 1
66 191 1
31 169 1
25 175 1
65 137 1
35 21 1
27 123 1
49 199 1
36 179 1
31 51 1
40 11 1
45 133 1
54 185 1
61 211 1
56 79 1
42 195 1
23 37 1
1 53 1
18 73 1
15 159 1
11 91 1
4 67 1
56 19 1
25 129 1
4 13 1
64 211 1
32 201 1
64 59 1
20 121 1
32 205 1
43 91 1
14 31 1
57 205 1
2 13 1
4 19 1
14 119 1
63 87 1
23 135 1
63 127 1
6 219 1
15 201 1
63 219 1
8 163 1
62 93 1
27 211 1
44 91 1
66 191 1
39 71 1
36 193 1
43 177 1
41 25 1
29 89 1
45 107 1
48 75 1
46 37 1
26 193 1
67 143 1
4 45 1
12 17 1
17 45 1
54 177 1
40 31 1
17 105 1
67 159 1
15 165 1
68 205 1
67 197 1
15 107 1
58 1 1
4 181 1
44 169 1
55 193 1
40 53 1
14 25 1
68 165 1
36 29 1
48 99 1
48 123 1
1 45 1
18 143 1
29 93 1
58 19 1
8 199 1
22 107 1
56 1 1
25 61 1
26 79 1
20 157 1
13 121 1
40 49 1
38 7 1
60 63 1
29 47 1
48 49 1
16 211 1
59 161 1
30 151 1
52 85 1
11 147 1
64 7 1
2 41 1
64 135 1
62 165 1
26 177 1
11 219 1
46 157 1
23 17 1
66 7 1
28 203 1
21 91 1
66 105 1
1 5 1
20 171 1
48 199 1
41 119 1
68 201 1
47 209 1
16 209 1
1 47 1
19 85 1
45 69 1
43 211 1
62 17 1
67 195 1
55 207 1
9 111 1
41 39 1
63 131 1
13 41 1
29 211 1
42 145 1
36 131 1
37 149 1
13 81 1
41 117 1
36 131 1
4 197 1
26 3 1
64 113 1
34 109 1
32 187 1
50 125 1
3 193 1
4 173 1
21 143 1
67 53 1
48 157 1
44 135 1
49 77 1
41 59 1
63 37 1
41 79 1
1 113 1
33 19 1
18 189 1
52 123 1
51 53 1
50 183 1
30 123 1
54 69 1
66 49 1
56 3 1
29 33 1
50 19 1
62 63 1
53 205 1
52 33 1
30 77 1
5 115 1
5 93 1
8 153 1
18 77 1
28 181 1
9 157 1
63 209 1
41 97 1
7 135 1
40 77 1
39 133 1
6 47 1
61 51 1
63 145 1
64 25 1
32 117 1
5 137 1
15 181 1
9 207 1
17 171 1
26 59 1
14 61 1
64 137 1
23 61 1
18 171 1
47 35 1
4 67 1
33 193 1
40 161 1
58 115 1
8 83 1
11 149 1
46 53 1
1 205 1
48 169 1
52 141 1
26 7 1
66 195 1
15 79 1
32 103 1
67 173 1
1 3 1
30 217 1
19 29 1
57 119 1
52 205 1
12 153 1
67 25 1
42 133 1
39 31 1
23 117 1
13 191 1
8 185 1
51 77 1
12 57 1
25 117 1
4 181 1
42 143 1
17 29 1
67 153 1
47 215 1
12 61 1
52 137 1
28 67 1
53 151 1
30 149 1
21 13 1
58 169 1
47 191 1
59 17 1
30 185 1
62 67 1
58 195 1
10 17 1
23 21 1
41 181 1
3 3 1
63 39 1
9 83 1
12 23 1
30 29 1
42 65 1
13 55 1
36 63 1
13 85 1
43 45 1
41 83 1
24 63 1
